
chapter_number,section_label,character,event_or_detail,category,theme,emotion_tag,intensity,why_it_hits,foreshadowing_flag,revelation_flag,cross_ref,evidence_snippet
27,Chapter 27,Irina,"When tied up, Irina hears a stranger’s voice freeing her and urging her to escape, giving her hope and suggesting hidden assistance.",foreshadowing_seed,mystery,hope,2,Introduces a potential ally and suggests that not everyone in the hideout is an enemy.,yes,no,May link to future rescue attempts or subplots.,
27,Chapter 27,Irina and Frey,"Convinced by the story that Frey kidnapped her for debauchery, Irina swears to kill him; meanwhile Frey prepares to deepen the deception as they flee.",major_beat,vow,anger,3,Sets up Irina’s determination and the tension driving the next chapters.,no,no,Connects to her later suspicion in Chapter 29.,
28,Chapter 28,Frey and Irina,"Frey dons a mask and robe, altering his voice to pose as “Liana,” a maid who claims she is also abused by Frey, guiding Irina through the forest.",major_beat,disguise,tension,4,Shows his resourcefulness and the depth of lies required to preserve his anonymity.,no,no,Prepares the reader for Irina’s eventual suspicion.,
28,Chapter 28,Frey (as Liana),"She claims that Frey swapped Arianne’s recovery scroll with a teleport scroll to kidnap Irina, painting him as a monstrous villain.",major_beat,fabrication,horror,3,"Deepens Irina’s hatred and guilt, making his eventual revelation more dramatic.",no,no,Links back to the scroll tampering in Chapter 23.,
28,Chapter 28,Frey and Irina,They encounter goblins and drakes corrupted by dark mana; Frey slays them swiftly while pretending to be weak so as not to reveal himself.,major_beat,battle,action,3,Demonstrates his combat prowess and the strain of concealing it.,no,no,Foreshadows his exhaustion before facing the Dark Golem.,
28,Chapter 28,Frey and Irina,"During a food search at night, Frey kills a giant boar; they cook and share it, with Irina offering berries, providing a rare calm moment.",major_beat,bonding,warmth,4,Shows a fleeting moment of camaraderie that contrasts their mistrust and hints at future reconciliation.,no,no,Connects to Irina’s eventual feelings in later arcs.,
28,Chapter 28,Irina and Frey,"Curious, Irina tries to lift Liana’s mask during the night; Frey wakes up suddenly to stop her, narrowly avoiding exposure.",major_beat,close call,suspense,3,Heightens tension around his secret identity and foreshadows Irina’s growing suspicion.,no,no,Directly relates to Irina’s deductions in Chapter 29.,
28,Chapter 28,Irina,"Confiding in Liana, Irina says she will submit fully to Frey at the academy, crawl under him if necessary, and bide her time to assassinate him.",major_beat,resolution,vengeance,3,Shows her fierce determination and the lengths she will go to exact revenge.,no,no,Sets up her behaviour upon returning to the academy.,
28,Chapter 28,Irina,"Throughout the journey, Irina notes the strange mask and resolves to confirm who is under it as soon as she can.",foreshadowing_seed,suspicion,tension,2,Foreshadows her later deductions and possible confrontation.,yes,no,Leads directly to her suspicion in Chapter 29.,
28,Chapter 28,Narrator,"As they near the forest’s edge, a giant Dark Golem—meant to appear much later—erupts from the ground, targeting them with lethal beams.",major_beat,shock,terror,5,"Introduces a terrifying foe far earlier than expected, shifting the story into a desperate fight.",no,yes,Shows the scenario deviating wildly from the prophecy and foreshadows the struggle in Chapter 29.,"The dark golem, the final boss of the quest ‘Academy Demon Invasion Incident,’ stood before us."
29,Chapter 29,Frey and Dark Golem,"In a desperate fight, Frey slices off the Dark Golem’s leg and counters its laser beam, but his depleted vitality leaves him barely able to continue.",major_beat,battle,desperation,5,Displays his heroism and the near‑fatal cost of confronting a foe meant for armies.,no,no,Pivots into the final showdown and sets up his collapse.,
29,Chapter 29,Frey and Irina,"Realising Irina will die if she stays, he yells at her to run; she leaves in tears, vowing never to forget “Liana.”",major_beat,self‑sacrifice,sadness,4,Highlights his willingness to die alone and Irina’s growing respect for her mysterious saviour.,no,no,Foreshadows her later suspicions and feelings.,
29,Chapter 29,Frey and Dark Golem,"The golem unleashes a barrage of mana missiles and initiates self‑destruct; Frey plunges his sword into its core, battling dark mana and stopping the explosion.",major_beat,climax,agony,5,A life‑and‑death struggle that prevents a catastrophe and nearly kills him.,no,no,Connects to his blackened arm and sets up his rescue.,
29,Chapter 29,Frey,"After the golem falls, his mask shatters; he tries to crawl away, but the investigation squad and Magic Tower mages arrive, endangering his secret.",major_beat,exposure,panic,4,Raises immediate stakes as discovery would ruin his entire plan.,no,no,Leads to Kania’s intervention and Irina’s suspicion.,
29,Chapter 29,Kania and Frey,"Kania arrives, manipulates the dark mana from the golem to create a smokescreen, then whisks the unconscious Frey to safety in her arms.",major_beat,rescue,relief,4,"Shows her decisive action and mastery of dark mana, saving his life at great personal cost.",no,no,Demonstrates the strength of their alliance and her importance.,
29,Chapter 29,Frey and Kania,He wakes to learn his father collapsed and is comatose; as heir he must become provisional lord and manage the crisis.,major_beat,inheritance,shock,4,Adds a new responsibility and reveals the toll his actions have on his family.,no,yes,Ties to the letter in Chapter 15 and shows the prophecy’s cost.,My father… has collapsed and I must become the provisional lord.
29,Chapter 29,Frey,"Kania explains that because the Lord fell into a coma in anger over Frey’s deeds, he will not awaken until Frey destroys the Demon King, implying patricide is unavoidable.",major_beat,destiny,grief,4,Confirms the prophecy’s demand and weighs Frey down with guilt over his father’s fate.,no,yes,Echoes the letter’s “patricide” requirement and foreshadows a tragic reunion.,"If my father, infuriated by my evil deeds, falls into a coma, he can’t wake up until I kill the Demon King."
29,Chapter 29,Irina,"In the investigators’ carriage, Irina analyses the dried Ice Dragon berry and mana traces, concluding that Liana’s body and magic felt like Frey’s, planting seeds of suspicion.",foreshadowing_seed,suspicion,realisation,3,Shows her intelligence and sets up a potential revelation of his identity.,yes,no,Connects to her plan to act subservient and eventually kill him.,
29,Chapter 29,Isabel and Kania,"Isabel endures extreme diarrhea due to Kania’s “Cat’s Tail” curse as retribution for her earlier insult, vowing revenge while a crow observes.",major_beat,retribution,humor,2,"Provides comic relief and showcases Kania’s petty vengeance, hinting at future reprisals.",no,no,Resolves the grudge planted in Chapter 19.,
29,Chapter 29,Frey and Kania,"To manage the scandal, he orders Kania to spread rumours that he was behind the kidnapping and to bribe Dean Lion to drop charges against Arianne.",major_beat,damage control,strategy,3,Shows his leadership skills and highlights the delicate political balancing he must perform.,no,no,Ensures Arianne’s safety and influences academy politics.,
